posicao_sk;#corrida_sk;#piloto_sk;#construtor_sk;total_pontos;posicao_campeonato;total_vitorias;standing_brz_id_auditoria
13814;531;233;;0.0;24;0;57279
13815;531;172;;4.0;9;0;57278
13816;531;223;;2.0;13;0;57277
13817;531;202;;4.0;10;0;57276
13818;531;239;;0.0;22;0;57275
13819;531;197;;0.0;17;0;57274
13820;531;200;;0.0;16;0;57273
13821;531;222;;4.0;8;0;57272
13822;531;224;;6.0;7;0;57271
13823;531;203;;0.0;18;0;57270
13824;531;199;;18.0;2;2;57269
13825;531;175;;1.0;15;0;57268
13826;531;238;;14.0;5;1;57267
13827;531;231;;3.0;12;0;57266
13828;531;221;;23.0;1;1;57265
13829;531;182;;16.0;4;0;57264
13830;531;207;;18.0;3;1;57263
13831;532;244;;0.0;36;0;57332
13832;532;152;;0.0;20;0;57331
13833;532;235;;0.0;26;0;57330
13834;532;206;;0.0;34;0;57329
13835;532;163;;0.0;22;0;57328
13836;532;177;;0.0;32;0;57327
13837;532;219;;0.0;24;0;57326
13838;532;243;;0.0;21;0;57325
13839;532;119;;2.0;15;0;57324
13840;532;242;;0.0;35;0;57323
13841;532;158;;0.0;33;0;57322
13842;532;212;;0.0;23;0;57321
13843;532;211;;0.0;28;0;57320
13844;532;232;;0.0;29;0;57319
13845;532;241;;0.0;31;0;57318
13846;532;240;;0.0;30;0;57317
13847;532;178;;3.0;11;0;57316
13848;532;187;;7.0;6;0;57315
13849;532;230;;0.0;25;0;57314
13850;532;233;;0.0;27;0;57313
13851;532;172;;6.0;8;0;57312
13852;532;223;;2.0;14;0;57311
13853;532;202;;5.0;9;0;57310
13854;532;239;;0.0;18;0;57309
13855;532;197;;0.0;19;0;57308
13856;532;200;;0.0;17;0;57307
13857;532;222;;4.0;10;0;57306
13858;532;224;;6.0;7;0;57305
13859;532;203;;3.0;12;0;57304
13860;532;199;;22.0;3;2;57303
13861;532;175;;1.0;16;0;57302
13862;532;238;;20.0;4;1;57301
13863;532;231;;3.0;13;0;57300
13864;532;221;;23.0;2;1;57299
13865;532;182;;16.0;5;0;57298
13866;532;207;;27.0;1;2;57297
13867;533;208;;0.0;36;0;57369
13868;533;244;;0.0;37;0;57368
13869;533;152;;0.0;21;0;57367
13870;533;235;;0.0;27;0;57366
13871;533;206;;0.0;34;0;57365
13872;533;163;;0.0;23;0;57364
13873;533;177;;0.0;32;0;57363
13874;533;219;;0.0;24;0;57362
13875;533;243;;0.0;22;0;57361
13876;533;119;;2.0;15;0;57360
13877;533;242;;0.0;35;0;57359
13878;533;158;;0.0;33;0;57358
13879;533;212;;0.0;25;0;57357
13880;533;211;;0.0;26;0;57356
13881;533;232;;0.0;29;0;57355
13882;533;241;;0.0;31;0;57354
13883;533;240;;0.0;30;0;57353
13884;533;178;;3.0;12;0;57352
13885;533;187;;9.0;7;0;57351
13886;533;230;;0.0;19;0;57350
13887;533;233;;0.0;28;0;57349
13888;533;172;;10.0;6;0;57348
13889;533;223;;2.0;14;0;57347
13890;533;202;;5.0;10;0;57346
13891;533;239;;0.0;18;0;57345
13892;533;197;;0.0;20;0;57344
13893;533;200;;0.0;17;0;57343
13894;533;222;;7.0;8;0;57342
13895;533;224;;6.0;9;0;57341
13896;533;203;;3.0;13;0;57340
13897;533;199;;22.0;4;2;57339
13898;533;175;;1.0;16;0;57338
13899;533;238;;26.0;2;1;57337
13900;533;231;;4.0;11;0;57336
13901;533;221;;23.0;3;1;57335
13902;533;182;;16.0;5;0;57334
13903;533;207;;36.0;1;3;57333
13904;534;208;;0.0;36;0;57406
13905;534;244;;0.0;37;0;57405
13906;534;152;;0.0;21;0;57404
13907;534;235;;0.0;28;0;57403
13908;534;206;;0.0;34;0;57402
13909;534;163;;0.0;23;0;57401
13910;534;177;;0.0;29;0;57400
13911;534;219;;0.0;25;0;57399
13912;534;243;;0.0;22;0;57398
13913;534;119;;8.0;8;0;57397
13914;534;242;;0.0;35;0;57396
13915;534;158;;0.0;33;0;57395
13916;534;212;;0.0;24;0;57394
13917;534;211;;0.0;27;0;57393
13918;534;232;;0.0;30;0;57392
13919;534;241;;0.0;32;0;57391
13920;534;240;;0.0;31;0;57390
13921;534;178;;3.0;15;0;57389
13922;534;187;;9.0;7;0;57388
13923;534;230;;0.0;19;0;57387
13924;534;233;;0.0;26;0;57386
13925;534;172;;10.0;6;0;57385
13926;534;223;;4.0;14;0;57384
13927;534;202;;5.0;11;0;57383
13928;534;239;;0.0;18;0;57382
13929;534;197;;0.0;20;0;57381
13930;534;200;;0.0;17;0;57380
13931;534;222;;7.0;10;0;57379
13932;534;224;;7.0;9;0;57378
13933;534;203;;3.0;16;0;57377
13934;534;199;;22.0;5;2;57376
13935;534;175;;4.0;12;0;57375
13936;534;238;;30.0;2;1;57374
13937;534;231;;4.0;13;0;57373
13938;534;221;;23.0;4;1;57372
13939;534;182;;25.0;3;1;57371
13940;534;207;;36.0;1;3;57370
13941;535;208;;0.0;36;0;57443
13942;535;244;;0.0;37;0;57442
13943;535;152;;0.0;21;0;57441
13944;535;235;;0.0;28;0;57440
13945;535;206;;0.0;34;0;57439
13946;535;163;;0.0;23;0;57438
13947;535;177;;0.0;29;0;57437
13948;535;219;;0.0;25;0;57436
13949;535;243;;0.0;22;0;57435
13950;535;119;;8.0;8;0;57434
13951;535;242;;0.0;35;0;57433
13952;535;158;;0.0;33;0;57432
13953;535;212;;0.0;24;0;57431
13954;535;211;;0.0;27;0;57430
13955;535;232;;0.0;30;0;57429
13956;535;241;;0.0;32;0;57428
13957;535;240;;0.0;31;0;57427
13958;535;178;;5.0;12;0;57426
13959;535;187;;12.0;6;0;57425
13960;535;230;;0.0;19;0;57424
13961;535;233;;0.0;26;0;57423
13962;535;172;;10.0;7;0;57422
13963;535;223;;4.0;15;0;57421
13964;535;202;;5.0;13;0;57420
13965;535;239;;0.0;18;0;57419
13966;535;197;;0.0;20;0;57418
13967;535;200;;0.0;17;0;57417
13968;535;222;;8.0;10;0;57416
13969;535;224;;7.0;11;0;57415
13970;535;203;;3.0;16;0;57414
13971;535;199;;22.0;5;2;57413
13972;535;175;;4.0;14;0;57412
13973;535;238;;36.0;2;1;57411
13974;535;231;;8.0;9;0;57410
13975;535;221;;23.0;4;1;57409
13976;535;182;;25.0;3;1;57408
13977;535;207;;45.0;1;4;57407
13978;536;245;;0.0;39;0;57482
13979;536;209;;0.0;38;0;57481
13980;536;208;;0.0;36;0;57480
13981;536;244;;0.0;37;0;57479
13982;536;152;;0.0;19;0;57478
13983;536;235;;0.0;28;0;57477
13984;536;206;;0.0;32;0;57476
13985;536;163;;0.0;24;0;57475
13986;536;177;;0.0;29;0;57474
13987;536;219;;0.0;26;0;57473
13988;536;243;;0.0;23;0;57472
13989;536;119;;8.0;8;0;57471
13990;536;242;;0.0;35;0;57470
13991;536;158;;0.0;34;0;57469
13992;536;212;;0.0;25;0;57468
13993;536;211;;0.0;27;0;57467
13994;536;232;;0.0;30;0;57466
13995;536;241;;0.0;33;0;57465
13996;536;240;;0.0;31;0;57464
13997;536;178;;5.0;12;0;57463
13998;536;187;;16.0;6;0;57462
13999;536;230;;0.0;21;0;57461
14000;536;233;;2.0;17;0;57460
14001;536;172;;10.0;7;0;57459
14002;536;223;;4.0;15;0;57458
14003;536;202;;5.0;14;0;57457
14004;536;239;;0.0;18;0;57456
14005;536;197;;0.0;22;0;57455
14006;536;200;;0.0;20;0;57454
14007;536;222;;8.0;10;0;57453
14008;536;224;;7.0;11;0;57452
14009;536;203;;3.0;16;0;57451
14010;536;199;;31.0;3;3;57450
14011;536;175;;5.0;13;0;57449
14012;536;238;;36.0;2;1;57448
14013;536;231;;8.0;9;0;57447
14014;536;221;;26.0;5;1;57446
14015;536;182;;31.0;4;1;57445
14016;536;207;;45.0;1;4;57444
14017;537;137;;0.0;32;0;57523
14018;537;229;;0.0;29;0;57522
14019;537;245;;0.0;41;0;57521
14020;537;209;;0.0;40;0;57520
14021;537;208;;0.0;38;0;57519
14022;537;244;;0.0;39;0;57518
14023;537;152;;0.0;20;0;57517
14024;537;235;;0.0;30;0;57516
14025;537;206;;0.0;34;0;57515
14026;537;163;;0.0;25;0;57514
14027;537;177;;0.0;27;0;57513
14028;537;219;;0.0;26;0;57512
14029;537;243;;0.0;24;0;57511
14030;537;119;;8.0;10;0;57510
14031;537;242;;0.0;37;0;57509
14032;537;158;;0.0;36;0;57508
14033;537;212;;1.0;18;0;57507
14034;537;211;;0.0;28;0;57506
14035;537;232;;0.0;31;0;57505
14036;537;241;;0.0;35;0;57504
14037;537;240;;0.0;33;0;57503
14038;537;178;;5.0;13;0;57502
14039;537;187;;16.0;6;0;57501
14040;537;230;;0.0;22;0;57500
14041;537;233;;2.0;17;0;57499
14042;537;172;;14.0;8;0;57498
14043;537;223;;4.0;15;0;57497
14044;537;202;;7.0;12;0;57496
14045;537;239;;0.0;19;0;57495
14046;537;197;;0.0;23;0;57494
14047;537;200;;0.0;21;0;57493
14048;537;222;;14.0;7;0;57492
14049;537;224;;10.0;9;0;57491
14050;537;203;;3.0;16;0;57490
14051;537;199;;31.0;3;3;57489
14052;537;175;;5.0;14;0;57488
14053;537;238;;36.0;2;1;57487
14054;537;231;;8.0;11;0;57486
14055;537;221;;26.0;5;1;57485
14056;537;182;;31.0;4;1;57484
14057;537;207;;54.0;1;5;57483
14058;538;246;;0.0;41;0;57565
14059;538;137;;0.0;32;0;57564
14060;538;229;;0.0;29;0;57563
14061;538;245;;0.0;42;0;57562
14062;538;209;;0.0;40;0;57561
14063;538;208;;0.0;38;0;57560
14064;538;244;;0.0;39;0;57559
14065;538;152;;0.0;21;0;57558
14066;538;235;;0.0;30;0;57557
14067;538;206;;0.0;34;0;57556
14068;538;163;;0.0;25;0;57555
14069;538;177;;0.0;27;0;57554
14070;538;219;;0.0;26;0;57553
14071;538;243;;0.0;24;0;57552
14072;538;119;;8.0;10;0;57551
14073;538;242;;0.0;37;0;57550
14074;538;158;;0.0;36;0;57549
14075;538;212;;1.0;19;0;57548
14076;538;211;;0.0;28;0;57547
14077;538;232;;0.0;31;0;57546
14078;538;241;;0.0;35;0;57545
14079;538;240;;0.0;33;0;57544
14080;538;178;;5.0;14;0;57543
14081;538;187;;16.0;6;0;57542
14082;538;230;;1.0;18;0;57541
14083;538;233;;2.0;17;0;57540
14084;538;172;;16.0;7;0;57539
14085;538;223;;4.0;16;0;57538
14086;538;202;;7.0;13;0;57537
14087;538;239;;0.0;20;0;57536
14088;538;197;;0.0;23;0;57535
14089;538;200;;0.0;22;0;57534
14090;538;222;;14.0;8;0;57533
14091;538;224;;13.0;9;0;57532
14092;538;203;;7.0;12;0;57531
14093;538;199;;31.0;4;3;57530
14094;538;175;;5.0;15;0;57529
14095;538;238;;45.0;2;2;57528
14096;538;231;;8.0;11;0;57527
14097;538;221;;32.0;3;1;57526
14098;538;182;;31.0;5;1;57525
14099;538;207;;54.0;1;5;57524
14100;539;247;;0.0;40;0;57608
14101;539;246;;0.0;42;0;57607
14102;539;137;;0.0;32;0;57606
14103;539;229;;0.0;29;0;57605
14104;539;245;;0.0;43;0;57604
14105;539;209;;0.0;41;0;57603
14106;539;208;;0.0;38;0;57602
14107;539;244;;0.0;39;0;57601
14108;539;152;;0.0;21;0;57600
14109;539;235;;0.0;30;0;57599
14110;539;206;;0.0;34;0;57598
14111;539;163;;0.0;25;0;57597
14112;539;177;;0.0;27;0;57596
14113;539;219;;0.0;26;0;57595
14114;539;243;;0.0;24;0;57594
14115;539;119;;8.0;10;0;57593
14116;539;242;;0.0;37;0;57592
14117;539;158;;0.0;36;0;57591
14118;539;212;;1.0;19;0;57590
14119;539;211;;0.0;28;0;57589
14120;539;232;;0.0;31;0;57588
14121;539;241;;0.0;35;0;57587
14122;539;240;;0.0;33;0;57586
14123;539;178;;5.0;14;0;57585
14124;539;187;;19.0;6;0;57584
14125;539;230;;1.0;18;0;57583
14126;539;233;;2.0;17;0;57582
14127;539;172;;16.0;7;0;57581
14128;539;223;;4.0;16;0;57580
14129;539;202;;7.0;13;0;57579
14130;539;239;;0.0;20;0;57578
14131;539;197;;0.0;23;0;57577
14132;539;200;;0.0;22;0;57576
14133;539;222;;14.0;9;0;57575
14134;539;224;;15.0;8;0;57574
14135;539;203;;8.0;11;0;57573
14136;539;199;;31.0;5;3;57572
14137;539;175;;5.0;15;0;57571
14138;539;238;;51.0;2;2;57570
14139;539;231;;8.0;12;0;57569
14140;539;221;;32.0;4;1;57568
14141;539;182;;35.0;3;1;57567
14142;539;207;;63.0;1;6;57566
14143;540;248;;0.0;41;0;57652
14144;540;247;;0.0;38;0;57651
14145;540;246;;0.0;43;0;57650
14146;540;137;;0.0;26;0;57649
14147;540;229;;0.0;31;0;57648
14148;540;245;;0.0;44;0;57647
14149;540;209;;0.0;42;0;57646
14150;540;208;;0.0;39;0;57645
14151;540;244;;0.0;40;0;57644
14152;540;152;;0.0;21;0;57643
14153;540;235;;0.0;32;0;57642
14154;540;206;;0.0;29;0;57641
14155;540;163;;0.0;25;0;57640
14156;540;177;;0.0;28;0;57639
14157;540;219;;0.0;27;0;57638
14158;540;243;;0.0;24;0;57637
14159;540;119;;8.0;10;0;57636
14160;540;242;;0.0;37;0;57635
14161;540;158;;0.0;36;0;57634
14162;540;212;;1.0;19;0;57633
14163;540;211;;0.0;30;0;57632
14164;540;232;;0.0;33;0;57631
14165;540;241;;0.0;35;0;57630
14166;540;240;;0.0;34;0;57629
14167;540;178;;5.0;15;0;57628
14168;540;187;;25.0;6;0;57627
14169;540;230;;1.0;18;0;57626
14170;540;233;;2.0;17;0;57625
14171;540;172;;19.0;7;0;57624
14172;540;223;;4.0;16;0;57623
14173;540;202;;7.0;14;0;57622
14174;540;239;;0.0;20;0;57621
14175;540;197;;0.0;23;0;57620
14176;540;200;;0.0;22;0;57619
14177;540;222;;14.0;9;0;57618
14178;540;224;;15.0;8;0;57617
14179;540;203;;8.0;11;0;57616
14180;540;199;;35.0;4;3;57615
14181;540;175;;7.0;13;0;57614
14182;540;238;;51.0;2;2;57613
14183;540;231;;8.0;12;0;57612
14184;540;221;;32.0;5;1;57611
14185;540;182;;44.0;3;2;57610
14186;540;207;;64.0;1;6;57609
14187;541;213;;0.0;41;0;57698
14188;541;249;;0.0;33;0;57697
14189;541;248;;0.0;43;0;57696
14190;541;247;;0.0;35;0;57695
14191;541;246;;0.0;45;0;57694
14192;541;137;;0.0;28;0;57693
14193;541;229;;0.0;31;0;57692
14194;541;245;;0.0;46;0;57691
14195;541;209;;0.0;44;0;57690
14196;541;208;;0.0;40;0;57689
14197;541;244;;0.0;42;0;57688
14198;541;152;;0.0;22;0;57687
14199;541;235;;0.0;32;0;57686
14200;541;206;;0.0;24;0;57685
14201;541;163;;0.0;26;0;57684
14202;541;177;;0.0;29;0;57683
14203;541;219;;3.0;17;0;57682
14204;541;243;;0.0;27;0;57681
14205;541;119;;8.0;11;0;57680
14206;541;242;;0.0;39;0;57679
14207;541;158;;0.0;38;0;57678
14208;541;212;;1.0;20;0;57677
14209;541;211;;0.0;30;0;57676
14210;541;232;;0.0;34;0;57675
14211;541;241;;0.0;37;0;57674
14212;541;240;;0.0;36;0;57673
14213;541;178;;11.0;10;0;57672
14214;541;187;;25.0;6;0;57671
14215;541;230;;1.0;19;0;57670
14216;541;233;;2.0;18;0;57669
14217;541;172;;19.0;7;0;57668
14218;541;223;;4.0;16;0;57667
14219;541;202;;7.0;15;0;57666
14220;541;239;;0.0;21;0;57665
14221;541;197;;0.0;25;0;57664
14222;541;200;;0.0;23;0;57663
14223;541;222;;18.0;8;0;57662
14224;541;224;;17.0;9;0;57661
14225;541;203;;8.0;12;0;57660
14226;541;199;;44.0;3;4;57659
14227;541;175;;8.0;14;0;57658
14228;541;238;;51.0;2;2;57657
14229;541;231;;8.0;13;0;57656
14230;541;221;;32.0;5;1;57655
14231;541;182;;44.0;4;2;57654
14232;541;207;;64.0;1;6;57653
14233;542;213;;0.0;38;0;57744
14234;542;249;;0.0;33;0;57743
14235;542;248;;0.0;43;0;57742
14236;542;247;;0.0;35;0;57741
14237;542;246;;0.0;45;0;57740
14238;542;137;;0.0;28;0;57739
14239;542;229;;0.0;31;0;57738
14240;542;245;;0.0;46;0;57737
14241;542;209;;0.0;44;0;57736
14242;542;208;;0.0;41;0;57735
14243;542;244;;0.0;42;0;57734
14244;542;152;;0.0;23;0;57733
14245;542;235;;0.0;32;0;57732
14246;542;206;;1.0;20;0;57731
14247;542;163;;0.0;26;0;57730
14248;542;177;;0.0;29;0;57729
14249;542;219;;3.0;17;0;57728
14250;542;243;;0.0;27;0;57727
14251;542;119;;11.0;12;0;57726
14252;542;242;;0.0;40;0;57725
14253;542;158;;0.0;39;0;57724
14254;542;212;;1.0;21;0;57723
14255;542;211;;0.0;30;0;57722
14256;542;232;;0.0;34;0;57721
14257;542;241;;0.0;37;0;57720
14258;542;240;;0.0;36;0;57719
14259;542;178;;11.0;11;0;57718
14260;542;187;;25.0;6;0;57717
14261;542;230;;1.0;19;0;57716
14262;542;233;;2.0;18;0;57715
14263;542;172;;19.0;8;0;57714
14264;542;223;;4.0;16;0;57713
14265;542;202;;7.0;15;0;57712
14266;542;239;;0.0;22;0;57711
14267;542;197;;0.0;25;0;57710
14268;542;200;;0.0;24;0;57709
14269;542;222;;24.0;7;0;57708
14270;542;224;;17.0;10;0;57707
14271;542;203;;17.0;9;1;57706
14272;542;199;;48.0;3;4;57705
14273;542;175;;8.0;14;0;57704
14274;542;238;;51.0;2;2;57703
14275;542;231;;8.0;13;0;57702
14276;542;221;;34.0;5;1;57701
14277;542;182;;44.0;4;2;57700
14278;542;207;;64.0;1;6;57699
14279;543;255;;0.0;21;0;57765
14280;543;254;;0.0;20;0;57764
14281;543;246;;0.0;19;0;57763
14282;543;182;;0.0;18;0;57762
14283;543;253;;0.0;17;0;57761
14284;543;238;;0.0;16;0;57760
14285;543;200;;0.0;15;0;57759
14286;543;231;;0.0;14;0;57758
14287;543;221;;0.0;13;0;57757
14288;543;172;;0.0;12;0;57756
14289;543;237;;0.0;11;0;57755
14290;543;187;;0.0;10;0;57754
14291;543;252;;0.0;9;0;57753
14292;543;251;;0.0;8;0;57752
14293;543;230;;0.0;7;0;57751
14294;543;223;;1.0;6;0;57750
14295;543;207;;2.0;5;0;57749
14296;543;224;;3.0;4;0;57748
14297;543;199;;4.0;3;0;57747
14298;543;250;;6.0;2;0;57746
14299;543;222;;9.0;1;1;57745
14300;544;256;;0.0;22;0;57787
14301;544;255;;2.0;8;0;57786
14302;544;254;;1.0;10;0;57785
14303;544;246;;0.0;16;0;57784
14304;544;182;;4.0;6;0;57783
14305;544;253;;0.0;11;0;57782
14306;544;238;;0.0;21;0;57781
14307;544;200;;0.0;20;0;57780
14308;544;231;;6.0;4;0;57779
14309;544;221;;0.0;19;0;57778
14310;544;172;;0.0;18;0;57777
14311;544;237;;0.0;17;0;57776
14312;544;187;;0.0;15;0;57775
14313;544;252;;0.0;14;0;57774
14314;544;251;;0.0;13;0;57773
14315;544;230;;0.0;12;0;57772
14316;544;223;;1.0;9;0;57771
14317;544;207;;2.0;7;0;57770
14318;544;224;;6.0;5;0;57769
14319;544;199;;13.0;1;1;57768
14320;544;250;;6.0;3;0;57767
14321;544;222;;9.0;2;1;57766
14322;545;257;;0.0;25;0;57812
14323;545;233;;0.0;24;0;57811
14324;545;239;;0.0;17;0;57810
14325;545;256;;0.0;18;0;57809
14326;545;255;;2.0;8;0;57808
14327;545;254;;1.0;13;0;57807
14328;545;246;;0.0;16;0;57806
14329;545;182;;13.0;3;1;57805
14330;545;253;;0.0;15;0;57804
14331;545;238;;0.0;23;0;57803
14332;545;200;;2.0;10;0;57802
14333;545;231;;9.0;4;0;57801
14334;545;221;;4.0;7;0;57800
14335;545;172;;0.0;22;0;57799
14336;545;237;;0.0;21;0;57798
14337;545;187;;1.0;12;0;57797
14338;545;252;;0.0;20;0;57796
14339;545;251;;0.0;19;0;57795
14340;545;230;;0.0;14;0;57794
14341;545;223;;1.0;11;0;57793
14342;545;207;;2.0;9;0;57792
14343;545;224;;6.0;6;0;57791
14344;545;199;;13.0;2;1;57790
14345;545;250;;6.0;5;0;57789
14346;545;222;;15.0;1;1;57788
14347;546;178;;0.0;27;0;57840
14348;546;205;;0.0;18;0;57839
14349;546;197;;1.0;14;0;57838
14350;546;257;;0.0;28;0;57837
14351;546;233;;0.0;26;0;57836
14352;546;239;;0.0;20;0;57835
14353;546;256;;0.0;21;0;57834
14354;546;255;;2.0;9;0;57833
14355;546;254;;1.0;13;0;57832
14356;546;246;;0.0;19;0;57831
14357;546;182;;19.0;1;1;57830
14358;546;253;;0.0;16;0;57829
14359;546;238;;0.0;25;0;57828
14360;546;200;;2.0;10;0;57827
14361;546;231;;9.0;5;0;57826
14362;546;221;;7.0;7;0;57825
14363;546;172;;0.0;17;0;57824
14364;546;237;;0.0;24;0;57823
14365;546;187;;1.0;12;0;57822
14366;546;252;;0.0;23;0;57821
14367;546;251;;0.0;22;0;57820
14368;546;230;;0.0;15;0;57819
14369;546;223;;1.0;11;0;57818
14370;546;207;;11.0;4;1;57817
14371;546;224;;8.0;6;0;57816
14372;546;199;;13.0;3;1;57815
14373;546;250;;6.0;8;0;57814
14374;546;222;;19.0;2;1;57813
14375;547;260;;0.0;35;0;57875
14376;547;259;;0.0;34;0;57874
14377;547;232;;0.0;33;0;57873
14378;547;229;;0.0;31;0;57872
14379;547;211;;0.0;30;0;57871
14380;547;208;;0.0;25;0;57870
14381;547;258;;0.0;24;0;57869
14382;547;178;;0.0;29;0;57868
14383;547;205;;0.0;22;0;57867
14384;547;197;;1.0;15;0;57866
14385;547;257;;0.0;32;0;57865
14386;547;233;;1.0;13;0;57864
14387;547;239;;0.0;21;0;57863
14388;547;256;;0.0;26;0;57862
14389;547;255;;4.0;10;0;57861
14390;547;254;;1.0;14;0;57860
14391;547;246;;0.0;20;0;57859
14392;547;182;;19.0;4;1;57858
14393;547;253;;0.0;18;0;57857
14394;547;238;;0.0;19;0;57856
14395;547;200;;5.0;9;0;57855
14396;547;231;;9.0;5;0;57854
14397;547;221;;7.0;7;0;57853
14398;547;172;;0.0;17;0;57852
14399;547;237;;0.0;28;0;57851
14400;547;187;;1.0;12;0;57850
14401;547;252;;0.0;27;0;57849
14402;547;251;;0.0;23;0;57848
14403;547;230;;0.0;16;0;57847
14404;547;223;;1.0;11;0;57846
14405;547;207;;20.0;2;2;57845
14406;547;224;;8.0;6;0;57844
14407;547;199;;19.0;3;1;57843
14408;547;250;;6.0;8;0;57842
14409;547;222;;23.0;1;1;57841
14410;548;235;;0.0;25;0;57912
14411;548;119;;0.0;22;0;57911
14412;548;260;;0.0;37;0;57910
14413;548;259;;0.0;36;0;57909
14414;548;232;;0.0;35;0;57908
14415;548;229;;0.0;33;0;57907
14416;548;211;;0.0;27;0;57906
14417;548;208;;0.0;29;0;57905
14418;548;258;;0.0;28;0;57904
14419;548;178;;1.0;15;0;57903
14420;548;205;;0.0;24;0;57902
14421;548;197;;1.0;12;0;57901
14422;548;257;;0.0;34;0;57900
14423;548;233;;1.0;14;0;57899
14424;548;239;;0.0;23;0;57898
14425;548;256;;0.0;30;0;57897
14426;548;255;;4.0;10;0;57896
14427;548;254;;1.0;16;0;57895
14428;548;246;;0.0;21;0;57894
14429;548;182;;25.0;2;1;57893
14430;548;253;;0.0;19;0;57892
14431;548;238;;0.0;20;0;57891
14432;548;200;;8.0;7;0;57890
14433;548;231;;9.0;5;0;57889
14434;548;221;;7.0;8;0;57888
14435;548;172;;0.0;18;0;57887
14436;548;237;;0.0;32;0;57886
14437;548;187;;1.0;13;0;57885
14438;548;252;;0.0;31;0;57884
14439;548;251;;0.0;26;0;57883
14440;548;230;;0.0;17;0;57882
14441;548;223;;1.0;11;0;57881
14442;548;207;;22.0;4;2;57880
14443;548;224;;8.0;6;0;57879
14444;548;199;;23.0;3;1;57878
14445;548;250;;6.0;9;0;57877
14446;548;222;;32.0;1;2;57876
14447;549;212;;0.0;39;0;57951
14448;549;261;;0.0;38;0;57950
14449;549;235;;0.0;27;0;57949
14450;549;119;;0.0;23;0;57948
14451;549;260;;0.0;37;0;57947
14452;549;259;;0.0;32;0;57946
14453;549;232;;0.0;33;0;57945
14454;549;229;;0.0;22;0;57944
14455;549;211;;0.0;30;0;57943
14456;549;208;;0.0;31;0;57942
14457;549;258;;0.0;24;0;57941
14458;549;178;;3.0;13;0;57940
14459;549;205;;0.0;26;0;57939
14460;549;197;;1.0;16;0;57938
14461;549;257;;0.0;36;0;57937
14462;549;233;;2.0;14;0;57936
14463;549;239;;0.0;25;0;57935
14464;549;256;;0.0;29;0;57934
14465;549;255;;13.0;5;1;57933
14466;549;254;;1.0;18;0;57932
14467;549;246;;0.0;21;0;57931
14468;549;182;;31.0;2;1;57930
14469;549;253;;0.0;20;0;57929
14470;549;238;;4.0;11;0;57928
14471;549;200;;8.0;8;0;57927
14472;549;231;;9.0;6;0;57926
14473;549;221;;7.0;9;0;57925
14474;549;172;;0.0;19;0;57924
14475;549;237;;0.0;35;0;57923
14476;549;187;;1.0;17;0;57922
14477;549;252;;0.0;34;0;57921
14478;549;251;;0.0;28;0;57920
14479;549;230;;3.0;12;0;57919
14480;549;223;;1.0;15;0;57918
14481;549;207;;22.0;4;2;57917
14482;549;224;;8.0;7;0;57916
14483;549;199;;23.0;3;1;57915
14484;549;250;;6.0;10;0;57914
14485;549;222;;32.0;1;2;57913
14486;550;263;;0.0;41;0;57992
14487;550;262;;0.0;24;0;57991
14488;550;212;;0.0;39;0;57990
14489;550;261;;0.0;40;0;57989
14490;550;235;;0.0;28;0;57988
14491;550;119;;0.0;23;0;57987
14492;550;260;;0.0;38;0;57986
14493;550;259;;0.0;32;0;57985
14494;550;232;;0.0;34;0;57984
14495;550;229;;0.0;22;0;57983
14496;550;211;;0.0;30;0;57982
14497;550;208;;0.0;33;0;57981
14498;550;258;;0.0;26;0;57980
14499;550;178;;3.0;14;0;57979
14500;550;205;;0.0;27;0;57978
14501;550;197;;1.0;18;0;57977
14502;550;257;;0.0;37;0;57976
14503;550;233;;2.0;16;0;57975
14504;550;239;;0.0;25;0;57974
14505;550;256;;0.0;31;0;57973
14506;550;255;;13.0;6;1;57972
14507;550;254;;1.0;19;0;57971
14508;550;246;;0.0;21;0;57970
14509;550;182;;31.0;2;1;57969
14510;550;253;;0.0;20;0;57968
14511;550;238;;4.0;12;0;57967
14512;550;200;;14.0;5;0;57966
14513;550;231;;9.0;9;0;57965
14514;550;221;;10.0;7;0;57964
14515;550;172;;9.0;8;1;57963
14516;550;237;;0.0;36;0;57962
14517;550;187;;3.0;15;0;57961
14518;550;252;;0.0;35;0;57960
14519;550;251;;0.0;29;0;57959
14520;550;230;;3.0;13;0;57958
14521;550;223;;1.0;17;0;57957
14522;550;207;;23.0;4;2;57956
14523;550;224;;8.0;10;0;57955
14524;550;199;;27.0;3;1;57954
14525;550;250;;6.0;11;0;57953
14526;550;222;;32.0;1;2;57952
14527;551;175;;0.0;40;0;58034
14528;551;263;;0.0;42;0;58033
14529;551;262;;0.0;24;0;58032
14530;551;212;;0.0;38;0;58031
14531;551;261;;0.0;41;0;58030
14532;551;235;;0.0;29;0;58029
14533;551;119;;0.0;23;0;58028
14534;551;260;;0.0;39;0;58027
14535;551;259;;0.0;32;0;58026
14536;551;232;;0.0;34;0;58025
14537;551;229;;0.0;22;0;58024
14538;551;211;;0.0;26;0;58023
14539;551;208;;0.0;33;0;58022
14540;551;258;;0.0;27;0;58021
14541;551;178;;3.0;15;0;58020
14542;551;205;;0.0;28;0;58019
14543;551;197;;1.0;18;0;58018
14544;551;257;;0.0;37;0;58017
14545;551;233;;2.0;16;0;58016
14546;551;239;;0.0;25;0;58015
